manufacturer,type,fuel,transmission,drive,paint_color,odometer_mean,odometer_std,odometer_median,odometer_count,year_mean,year_std,year_median,year_count,price_mean,price_std,price_median,price_count,odometer_cv,year_cv,price_cv
fiat,convertible,gas,automatic,rwd,silver,7300.0,0.0,7300.0,2,2018.0,0.0,2018.0,2,21490.0,0.0,21490.0,2,0.0,0.0,0.0
fiat,convertible,gas,automatic,rwd,white,23193.0,19680.619875061526,23318.0,4,2018.25,1.5,2018.0,4,14875.0,17322.312201320008,13500.0,4,0.8485586114371373,0.0007432181345224824,1.1645251900047064
fiat,convertible,gas,manual,fwd,black,109926.5,56672.48719175823,109926.5,2,2012.0,0.0,2012.0,2,4747.5,3178.444981433531,4747.5,2,0.5155489094236443,0.0,0.6694986796068523
fiat,convertible,gas,manual,fwd,green,57865.5,6880.856087726294,57865.5,2,2013.5,2.1213203435596424,2013.5,2,8400.0,707.1067811865476,8400.0,2,0.11891120076256655,0.0010535487179337683,0.08417937871268423
fiat,convertible,gas,manual,fwd,white,79625.33333333333,38429.58861779987,57438.0,3,2012.6666666666667,0.5773502691896586,2013.0,3,5963.333333333333,1786.8990831418917,6995.0,3,0.48263017571208333,0.00028685836495014505,0.29964769421049053
fiat,convertible,gas,manual,rwd,black,36386.5,6203.447791349581,36386.5,2,1999.0,25.45584412271571,1999.0,2,14749.5,10252.341220423752,14749.5,2,0.170487620170931,0.012734289205960836,0.6950975436742772
fiat,convertible,gas,manual,rwd,brown,47243.0,,47243.0,1,2017.0,,2017.0,1,18497.0,,18497.0,1,0.0,0.0,0.0
fiat,convertible,gas,manual,rwd,custom,61215.0,,61215.0,1,1981.0,,1981.0,1,18500.0,,18500.0,1,0.0,0.0,0.0
fiat,convertible,gas,manual,rwd,green,40000.0,,40000.0,1,1970.0,,1970.0,1,2400.0,,2400.0,1,0.0,0.0,0.0
fiat,convertible,gas,manual,rwd,grey,36343.75,22677.5,25005.0,4,2009.0,16.000000000000018,2017.0,4,16121.25,7747.5,19995.0,4,0.6239724849527085,0.007964161274265812,0.48057687834380086
fiat,convertible,gas,manual,rwd,red,75540.5,34558.16300576947,61332.0,4,1977.0,2.449489742783209,1976.5,4,8575.0,4184.395615458303,10600.0,4,0.4574786108877949,0.001238993294275776,0.48797616506802366
fiat,convertible,gas,manual,rwd,silver,40259.5,47036.03597774795,40259.5,2,2000.0,24.041630560342615,2000.0,2,10250.5,14494.981907543037,10250.5,2,1.1683214142686311,0.012020815280171307,1.414075597048245
fiat,convertible,gas,manual,rwd,white,38933.333333333336,50680.30518192775,16200.0,3,1989.6666666666667,24.00694344004114,1980.0,3,10300.0,7597.367965289031,7500.0,3,1.3017201673440346,0.012065811747382044,0.7376085403193234
fiat,convertible,gas,other,fwd,white,35326.0,0.0,35326.0,5,2014.0,0.0,2014.0,5,15590.0,0.0,15590.0,5,0.0,0.0,0.0
fiat,convertible,gas,other,rwd,red,22556.0,0.0,22556.0,2,2017.0,0.0,2017.0,2,21590.0,0.0,21590.0,2,0.0,0.0,0.0
fiat,coupe,electric,automatic,fwd,black,30192.0,0.0,30192.0,2,2017.0,0.0,2017.0,2,9950.0,0.0,9950.0,2,0.0,0.0,0.0
fiat,coupe,gas,automatic,fwd,black,82111.33333333333,22353.27037221474,95017.0,3,2012.3333333333333,0.5773502691896093,2012.0,3,6913.666666666667,102.76834791575332,6973.0,3,0.2722312434200891,0.0002869058816579142,0.014864521659865
fiat,coupe,gas,automatic,fwd,blue,55655.333333333336,8806.32365594936,50571.0,3,2015.0,0.0,2015.0,3,7828.333333333333,288.67513459481273,7995.0,3,0.1582296453640147,0.0,0.03687568251157923
fiat,coupe,gas,automatic,fwd,brown,79556.66666666667,11485.473796641274,85160.0,3,2012.6666666666667,1.154700538379268,2012.0,3,3666.0,3213.9799314868164,4999.0,3,0.14436846436470366,0.0005737167299002656,0.8766993812020776
fiat,coupe,gas,automatic,fwd,green,116958.0,,116958.0,1,2015.0,,2015.0,1,5500.0,,5500.0,1,0.0,0.0,0.0
fiat,coupe,gas,automatic,fwd,grey,61201.0,13514.224802037297,61201.0,2,2013.5,2.1213203435596424,2013.5,2,6191.5,277.8929650063132,6191.5,2,0.22081705857808365,0.0010535487179337683,0.044882979085248034
fiat,coupe,gas,automatic,fwd,red,62231.4,30828.603549301417,62726.0,5,2013.4,2.0736441353327644,2013.0,5,7547.6,2479.6811891854163,6300.0,5,0.49538663037150726,0.0010299215929933268,0.3285390308423096
fiat,coupe,gas,automatic,fwd,silver,92792.0,,92792.0,1,2012.0,,2012.0,1,6999.0,,6999.0,1,0.0,0.0,0.0
fiat,coupe,gas,automatic,fwd,white,42931.666666666664,33027.32214899254,62000.0,3,2014.0,3.4641016151377544,2012.0,3,9000.0,4849.742261192857,6200.0,3,0.7692997899528524,0.0017200107324417846,0.5388602512436508
fiat,coupe,gas,manual,fwd,black,80500.0,13435.028842544403,80500.0,2,2013.0,0.0,2013.0,2,7366.5,1932.5228329828344,7366.5,2,0.16689476823036525,0.0,0.26233935152145993
fiat,coupe,gas,manual,fwd,blue,142627.0,,142627.0,1,2013.0,,2013.0,1,5480.0,,5480.0,1,0.0,0.0,0.0
fiat,coupe,gas,manual,fwd,grey,58146.0,,58146.0,1,2012.0,,2012.0,1,5995.0,,5995.0,1,0.0,0.0,0.0
fiat,coupe,gas,manual,fwd,red,69925.66666666667,29922.41579596585,84126.0,6,2013.0,1.264911064067365,2012.5,6,9277.166666666666,3479.59333351854,8822.5,6,0.42791749042029176,0.0006283711197552733,0.37507069329916176
fiat,coupe,gas,manual,fwd,silver,29500.0,,29500.0,1,2015.0,,2015.0,1,5900.0,,5900.0,1,0.0,0.0,0.0
fiat,coupe,gas,manual,fwd,white,74237.5,18720.652031913847,74237.5,2,2014.0,1.4142135623730951,2014.0,2,8245.0,3889.0872965260114,8245.0,2,0.25217244696971003,0.0007021914410988556,0.471690393756945
fiat,coupe,gas,manual,rwd,blue,72555.0,,72555.0,1,1974.0,,1974.0,1,14500.0,,14500.0,1,0.0,0.0,0.0
fiat,coupe,gas,other,fwd,black,36010.0,0.0,36010.0,2,2017.0,0.0,2017.0,2,6500.0,0.0,6500.0,2,0.0,0.0,0.0
fiat,coupe,gas,other,fwd,white,4304.0,,4304.0,1,2018.0,,2018.0,1,14900.0,,14900.0,1,0.0,0.0,0.0
fiat,hatchback,electric,automatic,fwd,black,10804.5,7913.2319882586535,10804.5,2,2016.5,0.7071067811865476,2016.5,2,10499.5,1414.9206691542815,10499.5,2,0.7324014982885514,0.00035066044194720933,0.1347607666226279
fiat,hatchback,electric,automatic,fwd,grey,33691.666666666664,27401.828558206355,22000.0,3,2016.3333333333333,1.154700538379268,2017.0,3,9183.333333333334,2109.6998206695976,8950.0,3,0.8133117553758997,0.0005726734361279226,0.22973137793135362
fiat,hatchback,electric,other,fwd,orange,32700.0,,32700.0,1,2013.0,,2013.0,1,7500.0,,7500.0,1,0.0,0.0,0.0
fiat,hatchback,gas,automatic,fwd,black,65120.769230769234,26890.272191363943,69405.0,13,2013.8461538461538,1.86396324383265,2013.0,13,8483.846153846154,3015.9797702171304,7990.0,13,0.41292927754081915,0.0009255738032782449,0.3554967541284132
fiat,hatchback,gas,automatic,fwd,blue,74148.125,27401.90953428246,70563.0,8,2013.0,1.690308509457086,2012.5,8,7854.0,1631.7776459169565,8198.0,8,0.3695563378613075,0.0008396962292384928,0.20776389685726465
fiat,hatchback,gas,automatic,fwd,brown,54108.5,13716.23450514025,48717.0,4,2013.5,1.7320508075688772,2013.5,4,8974.75,1799.208228638364,9200.0,4,0.25349500550080395,0.000860218926033711,0.20047446766075536
fiat,hatchback,gas,automatic,fwd,custom,255551.5,294854.3680285236,66834.5,6,2015.0,0.0,2015.0,6,9827.833333333334,984.31101114773,9995.0,6,1.153796272095932,0.0,0.10015544400913019
fiat,hatchback,gas,automatic,fwd,green,85786.22222222222,43318.01361378941,87250.0,9,2014.6666666666667,1.8708286933869713,2015.0,9,8355.111111111111,4200.194264687184,7875.0,9,0.504953038980754,0.0009286045797751347,0.5027095641016098
fiat,hatchback,gas,automatic,fwd,grey,59460.8,18739.280367719566,57279.0,5,2014.4,2.5099800796022036,2014.0,5,7770.4,3123.4807987243976,7499.0,5,0.3151535190868533,0.0012460187051242075,0.40197168726505683
fiat,hatchback,gas,automatic,fwd,orange,46610.0,,46610.0,1,2015.0,,2015.0,1,8995.0,,8995.0,1,0.0,0.0,0.0
fiat,hatchback,gas,automatic,fwd,red,69217.42857142857,44237.697065049026,47580.0,7,2013.0,0.5773502691896257,2013.0,7,3711.1428571428573,3828.3208864362205,4395.0,7,0.6391121134960708,0.0002868108639789497,1.0315746479734214
fiat,hatchback,gas,automatic,fwd,silver,94135.25,15624.046325562827,96890.0,4,2013.0,0.816496580927726,2013.0,4,6334.0,489.27906147719017,6247.5,4,0.16597444980029083,0.00040561181367497565,0.077246457448246
fiat,hatchback,gas,automatic,fwd,white,74984.1,39969.96374626549,78841.5,10,2014.0,1.825741858350544,2013.5,10,7770.3,4458.937692370733,7497.0,10,0.5330458556716088,0.0009065252524084131,0.5738436987466035
fiat,hatchback,gas,automatic,fwd,yellow,66318.5,20249.416892839163,66318.5,2,2014.5,3.5355339059327378,2014.5,2,10447.5,6431.13617489165,10447.5,2,0.3053358699735242,0.0017550428919993735,0.61556699448592
fiat,hatchback,gas,automatic,rwd,white,52000.0,,52000.0,1,2015.0,,2015.0,1,11995.0,,11995.0,1,0.0,0.0,0.0
fiat,hatchback,gas,manual,fwd,black,79305.66666666667,21726.28123571389,82917.0,3,2013.0,1.0,2013.0,3,8833.0,1257.8421999599154,9000.0,3,0.27395622720167817,0.0004967709885742673,0.14240260386730616
fiat,hatchback,gas,manual,fwd,blue,70950.0,92.58200997725434,71000.0,8,2014.25,1.388730149658836,2015.0,8,6262.5,995.2566072554929,6800.0,8,0.001304890908770322,0.0006894527241697088,0.15892321073940005
fiat,hatchback,gas,manual,fwd,brown,83258.33333333333,3453.9192713978346,82000.0,3,2012.6666666666667,1.154700538379268,2012.0,3,5831.333333333333,1890.3281020323782,4999.0,3,0.041484367187242535,0.0005737167299002656,0.3241673891675509
fiat,hatchback,gas,manual,fwd,green,93089.2,28904.558060970245,87346.0,5,2012.8,1.09544511501034,2012.0,5,6218.0,219.3342198563645,6300.0,5,0.3105038829528049,0.0005442394251839925,0.035274078458727
fiat,hatchback,gas,manual,fwd,grey,80240.33333333333,13595.219205661966,80553.0,9,2013.5555555555557,1.3333333333332984,2013.0,9,7649.777777777777,2601.7446443577905,6900.0,9,0.16943124038611462,0.000662178567487015,0.340107218789509
fiat,hatchback,gas,manual,fwd,orange,94000.0,,94000.0,1,2013.0,,2013.0,1,6400.0,,6400.0,1,0.0,0.0,0.0
fiat,hatchback,gas,manual,fwd,red,83288.0,16456.00667580947,86909.5,8,2012.75,0.8864052604279321,2012.5,8,5766.25,1816.4127716856808,5147.5,8,0.19757956339219898,0.0004403951113789254,0.3150076343699425
fiat,hatchback,gas,manual,fwd,silver,91657.5,12243.55391624507,91657.5,2,2014.0,1.4142135623730951,2014.0,2,5475.0,742.4621202458749,5475.0,2,0.13357940066273977,0.0007021914410988556,0.13560951967961185
fiat,hatchback,gas,manual,fwd,white,66194.71428571429,26943.377372521343,67810.0,7,2013.5714285714287,1.6183471874253574,2014.0,7,8177.857142857143,2939.713615789324,7975.0,7,0.40703215752584776,0.000803719780913622,0.3594723610887461
fiat,hatchback,gas,manual,fwd,yellow,75993.0,,75993.0,1,2013.0,,2013.0,1,6995.0,,6995.0,1,0.0,0.0,0.0
fiat,hatchback,gas,manual,rwd,black,78075.0,,78075.0,1,2014.0,,2014.0,1,7400.0,,7400.0,1,0.0,0.0,0.0
fiat,hatchback,gas,manual,rwd,green,55000.0,0.0,55000.0,3,2015.0,0.0,2015.0,3,5500.0,0.0,5500.0,3,0.0,0.0,0.0
fiat,hatchback,gas,manual,rwd,red,70336.0,,70336.0,1,2013.0,,2013.0,1,9980.0,,9980.0,1,0.0,0.0,0.0
fiat,hatchback,gas,manual,rwd,white,92000.0,,92000.0,1,2013.0,,2013.0,1,8500.0,,8500.0,1,0.0,0.0,0.0
fiat,hatchback,gas,other,fwd,black,26760.0,0.0,26760.0,2,2017.0,0.0,2017.0,2,15590.0,0.0,15590.0,2,0.0,0.0,0.0
fiat,hatchback,gas,other,fwd,green,56099.0,,56099.0,1,2016.0,,2016.0,1,15990.0,,15990.0,1,0.0,0.0,0.0
fiat,hatchback,gas,other,fwd,red,3533.0,0.0,3533.0,9,2019.0,0.0,2019.0,9,17990.0,0.0,17990.0,9,0.0,0.0,0.0
fiat,hatchback,gas,other,fwd,white,19225.772727272728,13563.090713690306,7526.0,22,2017.8636363636363,1.3200091827045621,2019.0,22,18262.727272727272,754.7827301263394,17990.0,22,0.7054640094881792,0.0006541617376500883,0.04132913550395607
fiat,hatchback,gas,other,rwd,white,16880.0,0.0,16880.0,2,1991.0,0.0,1991.0,2,9988.0,0.0,9988.0,2,0.0,0.0,0.0
fiat,hatchback,other,automatic,fwd,blue,70230.0,,70230.0,1,2015.0,,2015.0,1,0.0,,0.0,1,0.0,0.0,0.0
fiat,hatchback,other,manual,fwd,black,80865.0,,80865.0,1,2013.0,,2013.0,1,0.0,,0.0,1,0.0,0.0,0.0
fiat,hatchback,other,other,fwd,black,35348.0,0.0,35348.0,8,2016.0,0.0,2016.0,8,16990.0,0.0,16990.0,8,0.0,0.0,0.0
fiat,hatchback,other,other,fwd,silver,13642.0,0.0,13642.0,3,2017.0,0.0,2017.0,3,16590.0,0.0,16590.0,3,0.0,0.0,0.0
fiat,hatchback,other,other,fwd,white,6725.0,0.0,6725.0,13,2019.0,0.0,2019.0,13,21990.0,0.0,21990.0,13,0.0,0.0,0.0
fiat,other,electric,other,fwd,custom,100000.0,0.0,100000.0,3,2017.0,0.0,2017.0,3,500.0,0.0,500.0,3,0.0,0.0,0.0
fiat,other,gas,automatic,fwd,blue,74889.0,,74889.0,1,2013.0,,2013.0,1,5999.0,,5999.0,1,0.0,0.0,0.0
fiat,other,gas,automatic,fwd,custom,97087.54545454546,9659.518946237813,100000.0,11,2013.909090909091,2.7732488332115395,2012.0,11,1261.8181818181818,2526.6650675616593,500.0,11,0.09949287419940199,0.0013770476759502972,2.0024002696814303
fiat,other,gas,automatic,fwd,green,107965.0,,107965.0,1,2013.0,,2013.0,1,5450.0,,5450.0,1,0.0,0.0,0.0
fiat,other,gas,automatic,fwd,silver,68605.75,14104.543508505809,73505.5,4,2014.0,1.4142135623731085,2014.5,4,6896.0,823.1670547343351,6795.0,4,0.20558835824265181,0.0007021914410988622,0.11936877243827365
fiat,other,gas,automatic,fwd,white,99428.0,115.47005383792515,99428.0,4,2013.0,0.0,2013.0,4,5495.0,577.3502691896257,5495.0,4,0.001161343422757424,0.0,0.10506829284615572
fiat,other,gas,manual,fwd,black,79718.5,43927.59456765189,79718.5,2,2012.5,0.7071067811865476,2012.5,2,7999.0,4242.640687119285,7999.0,2,0.5510338825699416,0.00035135740680076896,0.5303963854380903
fiat,other,gas,manual,fwd,blue,92408.5,7624.732421534542,92408.5,2,2012.0,0.0,2012.0,2,6485.0,2135.4624791833735,6485.0,2,0.0825111588385759,0.0,0.3292925950938124
fiat,other,gas,manual,fwd,brown,95343.0,,95343.0,1,2013.0,,2013.0,1,7995.0,,7995.0,1,0.0,0.0,0.0
fiat,other,gas,manual,fwd,green,105000.0,,105000.0,1,2014.0,,2014.0,1,4900.0,,4900.0,1,0.0,0.0,0.0
fiat,other,gas,manual,fwd,orange,29530.0,,29530.0,1,2013.0,,2013.0,1,7821.0,,7821.0,1,0.0,0.0,0.0
fiat,other,gas,manual,fwd,red,29861.0,,29861.0,1,2013.0,,2013.0,1,11999.0,,11999.0,1,0.0,0.0,0.0
fiat,other,gas,manual,fwd,white,103934.0,,103934.0,1,2015.0,,2015.0,1,7995.0,,7995.0,1,0.0,0.0,0.0
fiat,other,gas,other,rwd,black,22036.260869565216,12426.576114475529,30075.0,23,2017.608695652174,0.9409439377939395,2017.0,23,26085.652173913044,1693.699088029073,24990.0,23,0.5639149122453055,0.00046636592111325517,0.06492837812668746
fiat,other,gas,other,rwd,red,22556.0,0.0,22556.0,14,2017.0,0.0,2017.0,14,21590.0,0.0,21590.0,14,0.0,0.0,0.0
fiat,other,gas,other,rwd,white,25073.0,,25073.0,1,2017.0,,2017.0,1,22590.0,,22590.0,1,0.0,0.0,0.0
fiat,other,other,other,rwd,white,890.0,0.0,890.0,6,2018.0,0.0,2018.0,6,25990.0,0.0,25990.0,6,0.0,0.0,0.0
fiat,sedan,electric,automatic,fwd,grey,13253.0,,13253.0,1,2016.0,,2016.0,1,8500.0,,8500.0,1,0.0,0.0,0.0
fiat,sedan,gas,automatic,fwd,black,52900.0,,52900.0,1,2014.0,,2014.0,1,8695.0,,8695.0,1,0.0,0.0,0.0
fiat,sedan,gas,automatic,fwd,green,102000.0,,102000.0,1,2014.0,,2014.0,1,4200.0,,4200.0,1,0.0,0.0,0.0
fiat,sedan,gas,automatic,fwd,silver,54686.5,4582.759048870014,54686.5,2,2016.0,1.4142135623730951,2016.0,2,5999.5,8484.574267457383,5999.5,2,0.08380055496091383,0.000701494822605702,1.414213562373095
fiat,sedan,gas,automatic,fwd,white,60620.2,43722.09877396098,54754.0,5,2016.0,1.5811388300841807,2016.0,5,8829.8,6545.526350111196,9999.0,5,0.7212463629938697,0.0007842950546052483,0.7412995028325893
fiat,sedan,gas,automatic,fwd,yellow,72672.66666666667,13273.860038938687,65009.0,3,2013.3333333333333,0.5773502691896093,2013.0,3,8431.666666666666,1353.8863812496722,7650.0,3,0.18265271728396765,0.00028676337873656093,0.16057162062656719
fiat,wagon,gas,automatic,4wd,red,69946.0,,69946.0,1,2016.0,,2016.0,1,12995.0,,12995.0,1,0.0,0.0,0.0
fiat,wagon,gas,automatic,fwd,brown,36509.0,,36509.0,1,2017.0,,2017.0,1,15991.0,,15991.0,1,0.0,0.0,0.0
fiat,wagon,gas,automatic,fwd,custom,45123.0,,45123.0,1,2017.0,,2017.0,1,13457.0,,13457.0,1,0.0,0.0,0.0
fiat,wagon,gas,automatic,fwd,red,66850.0,0.0,66850.0,2,2016.0,0.0,2016.0,2,11995.0,0.0,11995.0,2,0.0,0.0,0.0
fiat,wagon,gas,automatic,fwd,white,46500.0,,46500.0,1,2014.0,,2014.0,1,10800.0,,10800.0,1,0.0,0.0,0.0
fiat,wagon,gas,manual,fwd,grey,90000.0,,90000.0,1,2014.0,,2014.0,1,7000.0,,7000.0,1,0.0,0.0,0.0
fiat,wagon,other,automatic,4wd,black,99326.0,,99326.0,1,2016.0,,2016.0,1,178.0,,178.0,1,0.0,0.0,0.0
ford,SUV,diesel,automatic,4wd,black,135208.41666666666,93667.4903219369,89436.0,24,2003.9166666666667,1.5298953265321587,2005.0,24,34514.375,23036.176988479776,25000.0,24,0.6927637541445231,0.0007634525686524682,0.6674371762049806
ford,SUV,diesel,automatic,4wd,blue,159277.5,33948.28456638126,157405.0,4,2003.75,1.258305739211784,2004.0,4,26787.5,20415.61391843671,19875.0,4,0.2131392353997348,0.0006279754157014518,0.7621321108142496
ford,SUV,diesel,automatic,4wd,brown,133994.5,56576.320669516856,133994.5,2,2004.5,0.7071067811865476,2004.5,2,26945.0,18448.415921157026,26945.0,2,0.42222867856155927,0.00035275968131032555,0.6846693605922073
ford,SUV,diesel,automatic,4wd,green,213387.33333333334,38045.75068694707,196156.0,3,2000.0,0.0,2000.0,3,15316.666666666666,4277.947327087296,15500.0,3,0.1782943255938984,0.0,0.27930015193170593
ford,SUV,diesel,automatic,4wd,grey,204258.84615384616,23094.240096635043,193855.0,13,2003.1538461538462,0.6887372317211797,2003.0,13,24485.30769230769,10146.802019886327,29990.0,13,0.11306359813293297,0.00034382642803177055,0.4144036965920607
ford,SUV,diesel,automatic,4wd,orange,119470.0,,119470.0,1,2014.0,,2014.0,1,14900.0,,14900.0,1,0.0,0.0,0.0
ford,SUV,diesel,automatic,4wd,red,234800.0,79127.74481811041,197000.0,5,2001.6,1.140175425099118,2002.0,5,18289.8,2984.3165381708423,18000.0,5,0.33700061677219084,0.0005696320069440039,0.16316835275239983
ford,SUV,diesel,automatic,4wd,white,213544.41666666666,80659.88175436898,211912.5,12,2002.75,2.179449471770303,2004.0,12,16858.083333333332,5867.909221246346,18000.0,12,0.37771946002351103,0.0010882284218051692,0.34807689019093785
ford,SUV,diesel,automatic,fwd,black,54536.0,,54536.0,1,2018.0,,2018.0,1,37994.0,,37994.0,1,0.0,0.0,0.0
ford,SUV,diesel,automatic,fwd,red,35758.0,,35758.0,1,2018.0,,2018.0,1,15500.0,,15500.0,1,0.0,0.0,0.0
ford,SUV,diesel,automatic,fwd,silver,79866.0,0.0,79866.0,7,2018.0,0.0,2018.0,7,19900.0,2432.0773014030615,17950.0,7,0.0,0.0,0.12221493976899807
ford,SUV,diesel,automatic,fwd,white,250216.0,,250216.0,1,2003.0,,2003.0,1,16995.0,,16995.0,1,0.0,0.0,0.0
ford,SUV,diesel,automatic,rwd,black,213500.0,19091.883092036784,213500.0,2,2000.0,1.4142135623730951,2000.0,2,8200.0,8061.017305526641,8200.0,2,0.08942334000953997,0.0007071067811865476,0.9830508909178831
ford,SUV,diesel,automatic,rwd,custom,464213.0,,464213.0,1,2000.0,,2000.0,1,11499.0,,11499.0,1,0.0,0.0,0.0
ford,SUV,diesel,automatic,rwd,red,150000.0,,150000.0,1,2004.0,,2004.0,1,14950.0,,14950.0,1,0.0,0.0,0.0
ford,SUV,diesel,automatic,rwd,white,109635.57142857143,93127.284982897,152348.0,7,2008.142857142857,9.08164029656485,2005.0,7,10682.714285714286,7983.266973578459,13000.0,7,0.8494258183674472,0.004522407489219176,0.7473069821079342
ford,SUV,diesel,manual,rwd,white,67517.0,,67517.0,1,2010.0,,2010.0,1,74988.0,,74988.0,1,0.0,0.0,0.0
ford,SUV,diesel,other,rwd,blue,237450.0,,237450.0,1,2002.0,,2002.0,1,14800.0,,14800.0,1,0.0,0.0,0.0
ford,SUV,gas,automatic,4wd,black,100803.11159263272,66068.1138434275,98337.0,923,2013.3748645720477,5.424926087651033,2014.0,923,16515.811484290356,12443.272496934629,14500.0,923,0.6554174052723999,0.0026944441311499766,0.7534157500387143
ford,SUV,gas,automatic,4wd,blue,115009.46401985112,64367.21367860227,117764.0,403,2010.7940446650125,6.946831789272561,2012.0,403,13000.28287841191,14283.306416702419,8250.0,403,0.5596688431440061,0.0034547704215176674,1.0986919708048106
ford,SUV,gas,automatic,4wd,brown,131654.9793814433,62700.736223245985,138000.0,97,2007.9072164948454,8.88829107382622,2007.0,97,10907.0206185567,9377.856515905101,6895.0,97,0.4762503971960184,0.004426644319423431,0.8598000172430269
ford,SUV,gas,automatic,4wd,custom,107662.70629370629,57179.40077767003,122360.0,143,2012.2937062937062,6.2470637247217455,2013.0,143,15012.958041958042,11194.85383776543,10995.0,143,0.5310975615054979,0.0031044492686049027,0.7456794195040165
ford,SUV,gas,automatic,4wd,green,137772.20567375887,101039.15664381367,136482.0,141,2006.6028368794325,7.27704751022407,2005.0,141,10159.070921985816,12122.086180454364,5995.0,141,0.7333783773707728,0.0036265509927918605,1.1932278328936827
ford,SUV,gas,automatic,4wd,grey,99831.72494172494,56547.6874502063,97281.0,429,2013.5780885780887,4.664599739576053,2015.0,429,16610.892773892774,11229.568978032996,14995.0,429,0.5664300349735021,0.002316572556105839,0.6760364497495542
ford,SUV,gas,automatic,4wd,orange,92257.67567567568,38369.01969909669,101037.0,37,2013.162162162162,5.804756256312182,2014.0,37,14682.945945945947,6810.496282071382,12900.0,37,0.41588972861163165,0.0028834022243284163,0.4638371827522666
ford,SUV,gas,automatic,4wd,purple,159550.85714285713,34998.269492593354,160980.0,7,2003.5714285714287,8.734169352932991,2006.0,7,4997.571428571428,3413.945120489532,4988.0,7,0.21935494499573222,0.0043593002118025624,0.6831208256417897
ford,SUV,gas,automatic,4wd,red,119894.52655889145,121347.35575036789,115564.0,433,2010.406466512702,7.046877081795556,2011.0,433,13141.422632794458,10948.26063722865,9995.0,433,1.012117560602425,0.003505200166819615,0.8331107630544683
ford,SUV,gas,automatic,4wd,silver,107480.68173258004,110864.34113106405,101169.0,531,2013.0583804143125,5.310578657159652,2014.0,531,14107.69868173258,11382.851002572768,12983.0,531,1.0314815587688848,0.0026380649010619693,0.8068538504661931
ford,SUV,gas,automatic,4wd,white,115463.42934782608,95406.36870263019,106463.5,920,2012.2945652173912,5.705425021393367,2013.0,920,13912.165217391304,11572.040011846897,11500.0,920,0.8262907939034506,0.0028352832234464645,0.8317928827772211
ford,SUV,gas,automatic,4wd,yellow,84985.42857142857,75355.18381163776,108000.0,7,2010.857142857143,7.755182598937137,2012.0,7,15783.57142857143,15048.068456971954,13000.0,7,0.8866835771535025,0.0038566551713952795,0.9534007258795644
ford,SUV,gas,automatic,fwd,black,97624.01898734177,51901.144272423684,96424.0,316,2014.1044303797469,3.764307646228621,2015.0,316,13078.699367088608,8396.135515902328,12500.0,316,0.5316431838270594,0.0018689734203697094,0.6419702204510077
ford,SUV,gas,automatic,fwd,blue,119341.31052631579,128534.69895348026,108317.0,190,2013.1736842105263,4.390507088291952,2014.0,190,11613.368421052632,7398.873511502218,10988.0,190,1.077034418229698,0.0021808883767590603,0.63709969780082
ford,SUV,gas,automatic,fwd,brown,94805.42105263157,47050.183546548134,101450.0,38,2013.8157894736842,3.585671659783966,2013.0,38,12618.236842105263,7779.775437717251,11947.5,38,0.4962815736077798,0.0017805360741168339,0.6165501198834092
ford,SUV,gas,automatic,fwd,custom,85416.1746031746,46641.94621539011,75500.0,63,2015.4761904761904,2.775800627643118,2016.0,63,19726.238095238095,17836.29698451491,16496.0,63,0.5460551989371882,0.0013772430757355105,0.9041915087104512
ford,SUV,gas,automatic,fwd,green,149069.35483870967,73140.04619302566,152000.0,62,2011.8387096774193,4.208475244259406,2013.0,62,8031.435483870968,5929.75196899518,5495.0,62,0.49064441361647976,0.0020918551889948464,0.7383178238689125
ford,SUV,gas,automatic,fwd,grey,99241.95094339622,75305.55317822615,91008.0,265,2014.4528301886792,3.5332084619294215,2014.0,265,11653.098113207547,8080.988352639103,10975.0,265,0.758807666136849,0.001753929607574128,0.6934626546634979
ford,SUV,gas,automatic,fwd,orange,109644.10714285714,53824.59618904745,117385.0,28,2012.25,4.393808775488078,2014.0,28,7726.678571428572,6759.151272896191,5995.0,28,0.49090277253950804,0.0021835302648717,0.8747809567088674
ford,SUV,gas,automatic,fwd,purple,166267.0,0.0,166267.0,7,2011.0,0.0,2011.0,7,12995.0,0.0,12995.0,7,0.0,0.0,0.0
ford,SUV,gas,automatic,fwd,red,109588.87684729064,54342.28172317388,116000.0,203,2011.9802955665025,4.639435557095911,2012.0,203,10494.349753694582,7451.462246082278,8495.0,203,0.4958740639243752,0.002305905066425917,0.710045159630682
ford,SUV,gas,automatic,fwd,silver,107826.52982456141,50452.71174048326,102829.0,285,2013.0315789473684,3.9994347265519354,2013.0,285,11218.091228070176,6802.2099809878655,9995.0,285,0.46790629191695293,0.001986771975352356,0.6063607295301017
ford,SUV,gas,automatic,fwd,white,102987.16492146597,193172.9552554183,91235.5,382,2013.9240837696334,3.769193550941702,2014.0,382,12636.973821989528,7576.6957149748405,11913.0,382,1.8756993204223509,0.0018715668486801056,0.5995656730562087
ford,SUV,gas,automatic,fwd,yellow,54534.333333333336,37390.098970181934,49464.0,9,2017.111111111111,0.9279607271383253,2017.0,9,18534.0,2413.6584783270396,18927.0,9,0.685624939093695,0.00046004442790817054,0.13022868664762272
